stable_id	Mass	pI	Charge	NumResidues	CAI
SPAC23G3.07c	30422.92	8.9798	4.5	274	0.331
SPAC2F3.04c	17139.18	9.5807	4.5	150	0.420
SPBC4F6.09	68156.31	7.9399	4.5	612	0.526
SPBC530.16	8478.22	9.0208	4.5	73	0.357
SPBC543.04	66868.89	6.9362	4.5	585	0.392
SPCC663.08c	27696.52	8.7130	4.5	253	0.457
SPBC887.06c	16961.34	9.1030	4.5	143	0.460
SPAP27G11.16	11953.74	9.0319	4.5	104	0.367
SPBC13A2.01c	20798.31	8.8301	4.5	182	0.379
SPCC736.09c	26774.78	8.2115	4.5	231	0.436
SPCC594.03	12256.29	8.7599	4.5	108	0.318
SPBC577.14c	25873.21	7.3271	4.5	226	0.319
SPBC15D4.06	17699.37	8.6954	4.5	150	0.355
SPBC1734.16c	132881.14	6.8199	4.5	1154	0.395
SPBC18E5.12c	55577.77	7.1368	4.5	502	0.350
SPAPJ691.03	9308.58	10.2382	4.5	86	0.397
SPBC1718.02	61553.45	7.5759	4.5	528	0.378
SPAC4F8.10c	20140.92	9.0975	4.5	174	0.390
SPAC20G8.02	85691.19	6.9234	4.5	757	0.362
SPBC27B12.07	33590.12	7.8470	4.5	290	0.365
SPBC11B10.09	34358.53	7.6821	4.5	297	0.434
SPBC17G9.08c	99081.71	6.8209	4.5	870	0.412
SPAC4G9.10	36119.41	7.9162	4.5	327	0.550
SPAC2F3.18c	9092.02	9.3058	4.5	85	0.415
SPAC26H5.13c	27111.96	8.9898	4.5	236	0.460
SPBP4H10.08	9124.79	10.2160	4.5	79	0.652
SPBC354.12	35674.63	8.0756	4.5	335	0.812
SPCC1393.14	11533.43	8.9964	4.5	102	0.385
SPAC23D3.02	37876.74	8.3359	4.5	340	0.389
SPAC9.13c	31653.01	8.5370	4.5	270	0.379
SPCC830.03	83250.72	6.9773	4.5	736	0.421
SPAC821.12	54691.48	7.1874	4.5	469	0.439
SPBC4F6.17c	90154.37	7.6695	4.5	803	0.417
SPAC23A1.20	19322.10	8.2195	4.5	172	0.377
SPAC27D7.12c	27417.65	7.5304	4.5	243	0.402
SPBC1773.05c	38851.00	7.4280	4.5	360	0.511
SPBC6B1.02	105896.97	9.9350	40.0	953	0.365
SPAC17H9.01	138535.00	9.1551	40.0	1202	0.380
SPBC582.10c	93945.24	9.9124	40.0	830	0.362
SPAC17C9.03	154034.69	9.8101	40.0	1403	0.437
SPAC20H4.04	89463.05	9.8490	40.5	783	0.366
SPMIT.02	45619.18	10.5540	41.0	384	0.355
SPAC25B8.16	79930.71	10.0325	41.0	698	0.358
SPAC3H5.09c	311841.51	7.6114	41.5	2699	0.415
SPAC1786.03	69355.25	10.1126	41.5	601	0.393
SPBC1711.06	39910.22	11.3861	41.5	363	0.710
SPBC29A10.10c	222211.24	8.5767	42.0	1944	0.406
SPBC146.13c	135710.28	9.7362	42.5	1217	0.500
SPBP8B7.03c	39767.08	11.4432	42.5	363	0.767
SPCC16C4.15	40246.52	11.1148	43.0	362	0.400
SPBC1604.02c	81069.96	10.0582	44.0	697	0.405
SPAPB8E5.06c	43816.73	10.9591	44.0	388	0.788
SPBC17G9.13c	37009.33	11.3658	44.0	317	0.339
SPAC17A5.03	43802.70	10.9591	44.0	388	0.827
SPAC19A8.02	140562.41	9.1186	44.0	1213	0.387
SPCC645.07	150113.88	9.3316	44.0	1334	0.395
SPBC336.15	114475.90	10.2194	44.5	1018	0.386
SPAC1006.06	130879.36	9.6901	45.0	1158	0.386
SPAC2F3.15	67366.33	10.5989	46.0	593	0.366
SPBC16A3.03c	76718.43	10.0487	46.5	658	0.388
SPAC2F7.03c	121146.40	9.6065	46.5	1087	0.373
SPBC17D1.07c	111172.13	9.5196	47.0	949	0.382
SPCC1620.14c	189913.35	9.6141	47.5	1680	0.414
SPAC11E3.11c	105909.36	10.1746	47.5	942	0.407
SPAC3G9.01	51570.76	10.8570	48.0	462	0.354
SPCC417.06c	73328.05	10.2037	48.0	624	0.338
SPBP16F5.03c	422339.18	7.8976	49.0	3699	0.412
SPAC4F8.13c	171676.92	9.6630	49.0	1489	0.383
SPAC25B8.20	8238.48	10.4054	5.0	72	0.292
SPAC17A5.13	26492.68	8.3272	5.0	235	0.452
SPAC15E1.08	20305.18	8.3860	5.0	177	0.503
SPAC19D5.11c	12365.40	9.5372	5.0	109	0.361
SPAC19E9.01c	40254.88	7.8712	5.0	371	0.443
SPBC2G5.04c	37609.83	8.0676	5.0	333	0.382
SPAC10F6.05c	25659.48	9.0033	5.0	227	0.442
SPBC36.11	37741.61	7.8553	5.0	343	0.398
SPBC21C3.15c	57571.17	7.2630	5.0	522	0.503
SPBC26H8.11c	19590.63	8.2034	5.0	175	0.408
SPACUNK4.20	8586.93	9.8774	5.0	74	0.353
SPBC839.19	13163.05	8.4667	5.0	115	0.332
SPBC1A4.08c	58480.60	7.2793	5.0	528	0.475
SPCC737.07c	75002.87	7.1976	5.0	660	0.365
SPAC644.12	86844.25	8.1410	5.0	757	0.371
SPCC622.12c	48789.53	7.5469	5.0	451	0.687
SPBP16F5.08c	49889.30	7.3690	5.0	447	0.374
SPBC13G1.16	7325.35	9.7110	5.0	62	0.323
SPAC1D4.13	38188.89	7.5234	5.0	340	0.400
SPCC1442.16c	34947.32	8.2755	5.0	329	0.419
SPBC713.06	87586.91	7.5671	5.0	774	0.410
SPAC222.05c	55315.73	7.4566	5.0	496	0.365
SPBP8B7.21	58081.47	7.0328	5.0	512	0.387
SPAC23C11.10	31599.82	7.5817	5.0	265	0.409
SPBC2A9.05c	25233.37	9.6259	5.0	219	0.419
SPBC577.05c	15897.37	9.6726	5.0	134	0.421
SPBC11B10.03	44080.68	8.3678	5.0	378	0.354
SPCC1223.03c	71873.19	7.3374	5.0	649	0.476
SPAC8F11.08c	41754.30	8.5292	5.0	376	0.432
SPBC211.05	9581.15	10.0575	5.0	85	0.290
SPAC17A5.02c	54565.17	7.1936	5.0	478	0.349
SPBC1709.02c	111317.19	6.9049	5.0	980	0.577
SPCC794.07	52060.74	8.3995	5.0	483	0.563
SPCC297.03	73992.24	7.0737	5.0	652	0.437
SPCC962.01	156032.14	6.9660	5.0	1429	0.432
SPBP4G3.03	27496.93	7.2028	5.0	241	0.387
SPBC20F10.04c	34508.38	9.2016	5.0	300	0.395
SPBC14F5.07	142366.25	6.9224	5.0	1242	0.406
SPAC186.07c	36589.14	7.5502	5.0	332	0.394
SPAPB1A10.06c	133996.19	7.1699	5.0	1183	0.417
SPAC21E11.04	23809.29	8.3428	5.0	209	0.450
SPBC106.06	56968.49	7.7260	5.0	527	0.442
SPAC1486.02c	42238.51	8.3766	5.0	372	0.416
SPCC4B3.13	58828.01	8.0348	5.0	539	0.386
SPBC2G2.12	63304.93	8.2978	5.0	563	0.448
SPAC24C9.11	87871.33	7.0259	5.0	775	0.388
SPAC1565.06c	22543.17	9.1236	5.0	198	0.422
SPAC8E11.06	3973.86	11.2001	5.0	33	0.278
SPBPB2B2.01	65128.63	7.4300	5.0	585	0.402
SPAC23C11.11	39527.30	8.0335	5.0	332	0.448
SPAC25G10.06	7663.93	11.1849	5.0	68	0.670
SPAC5H10.09c	29111.49	8.4592	5.0	267	0.341
SPMIT.04	30897.88	7.2270	5.0	273	0.446
SPAC637.09	71470.75	7.1964	5.0	631	0.394
SPCC622.17	39134.48	7.7630	5.0	349	0.414
SPCC1235.08c	26020.89	7.8039	5.0	226	0.426
SPBC337.09	15251.97	8.9185	5.0	136	0.369
SPCC13B11.04c	40711.80	7.4048	5.0	380	0.365
SPBC19G7.13	54604.08	8.6664	5.0	485	0.394
SPAC24H6.08	24239.86	8.3838	5.0	220	0.391
SPAC17G8.05	22349.83	8.9947	5.0	193	0.389
SPAC1834.07	61938.47	7.3724	5.0	554	0.358
SPCC16C4.03	19773.25	8.5139	5.0	175	0.401
SPAC14C4.13	68882.17	7.6793	5.0	606	0.369
SPCC1183.10	29401.13	7.8070	5.0	258	0.423
SPBC691.03c	100079.29	6.8996	5.0	878	0.377
SPCC4G3.13c	23524.17	9.0517	5.0	215	0.370
SPCC306.11	30504.20	7.8802	5.0	283	0.542
SPAC11G7.03	38758.35	8.0799	5.0	356	0.431
SPAC4G8.02c	7791.30	10.0236	5.0	70	0.707
SPBC11G11.03	26663.66	8.9255	5.0	241	0.536
SPBC4C3.08	43789.41	7.6895	5.0	372	0.395
SPCC584.02	20070.00	8.2798	5.0	177	0.366
SPBC24C6.13	10223.59	8.9814	5.0	90	0.439
SPBC776.16	28725.24	8.6044	5.0	253	0.339
SPAC922.05c	55789.74	8.1455	5.0	504	0.448
SPCC553.03	105905.17	7.1256	5.0	937	0.360
SPCC162.11c	51389.62	7.5750	5.0	454	0.407
SPAC25H1.04	28083.95	8.1213	5.0	244	0.457
SPBC16D10.10	43603.36	7.6764	5.0	389	0.372
SPCC285.15c	7663.93	11.1849	5.0	68	0.635
SPBC27B12.14	8097.48	10.4575	5.0	72	0.356
SPBC32H8.13c	266563.50	6.6559	5.0	2352	0.407
SPAC22F8.05	100661.28	6.7935	5.0	891	0.456
SPBC24C6.06	46262.69	7.4730	5.0	407	0.409
SPBC24C6.04	60218.64	7.3697	5.0	548	0.661
SPAC2F7.06c	57396.49	7.2980	5.0	506	0.342
SPAC3C7.10	32054.61	8.7136	5.0	288	0.370
SPCP31B10.02	16460.08	8.6156	5.0	143	0.347
SPAC227.17c	14578.52	8.8702	5.0	121	0.386
SPAC2F3.13c	38450.71	8.2675	5.0	348	0.422
SPAC3F10.06c	50850.21	7.0848	5.0	453	0.373
SPBC30D10.07c	70631.72	7.7352	5.0	631	0.377
SPAC22A12.09c	54409.46	8.5873	5.0	481	0.405
SPAC1B3.13	88937.71	6.8424	5.0	806	0.447
SPBC20F10.02c	68950.59	7.2968	5.0	600	0.387
SPBC16D10.03	37515.37	7.6871	5.0	346	0.390
SPAC4F8.11	93227.90	7.0317	5.0	846	0.388
SPBC3H7.08c	13982.88	9.5474	5.0	120	0.393
SPAC2C4.09	25317.84	8.9128	5.5	216	0.353
SPBC30D10.16	31592.63	8.0009	5.5	287	0.359
SPAC3A11.06	76860.70	7.0574	5.5	664	0.391
SPAC4F8.15	62757.67	7.6741	5.5	575	0.432
SPAC10F6.15	49448.13	7.1299	5.5	432	0.377
SPBC17A3.07	49999.43	7.3839	5.5	464	0.530
SPAC11E3.08c	59899.02	7.9103	5.5	522	0.384
SPAC977.12	38115.26	8.5500	5.5	356	0.338
SPBC27.06c	12916.91	10.5581	5.5	120	0.358
SPAC4G9.05	66866.28	7.3139	5.5	581	0.376
SPCC126.02c	69099.56	7.5946	5.5	607	0.373
SPAC2H10.04	14767.74	8.8036	5.5	124	0.451
SPAPB1E7.14	16896.83	9.8524	5.5	144	0.377
SPAC4G8.06c	47978.98	7.8016	5.5	418	0.408
SPAC11E3.01c	149456.10	6.7861	5.5	1288	0.384
SPBC14F5.04c	43963.95	8.3497	5.5	414	0.831
SPBC16E9.09c	24845.45	8.8282	5.5	215	0.488
SPAC6F12.11c	52744.76	7.6302	5.5	456	0.368
SPBC13G1.06c	12003.71	10.0250	5.5	102	0.323
SPBC660.10	90853.20	7.2066	5.5	813	0.389
SPAC6F6.04c	53374.83	7.8829	5.5	489	0.408
SPBC1289.04c	93773.32	8.1486	5.5	871	0.398
SPBC3E7.05c	63214.81	7.4059	5.5	550	0.421
SPAC32A11.04c	35960.53	8.5593	5.5	321	0.548
SPBC16E9.14c	43089.08	7.0543	5.5	386	0.380
SPAC12G12.01c	101948.33	6.9445	5.5	905	0.405
SPBC28E12.05	38920.59	9.2767	5.5	334	0.421
SPAC767.01c	75791.25	7.6308	5.5	678	0.447
SPAC212.04c	32289.83	8.5791	5.5	288	0.380
SPCC1393.12	12054.55	10.2166	5.5	108	0.447
SPAC1002.11	66876.70	7.4366	5.5	581	0.404
SPAC1834.13	8521.01	10.5617	5.5	78	0.198
SPBC11G11.01	18329.17	9.2605	5.5	160	0.452
SPAC3H1.14	22651.78	8.6054	5.5	195	0.377
SPBC16E9.06c	11806.44	9.4893	5.5	102	0.359
SPAC222.04c	13476.34	9.8043	5.5	117	0.310
SPAC4C5.01	27382.61	8.7891	5.5	249	0.430
SPAC19G12.12	32411.24	8.4629	5.5	294	0.362
SPBC26H8.10	110137.95	6.8830	5.5	970	0.410
SPAC637.04	98307.49	7.1436	5.5	862	0.409
SPBC16A3.05c	38626.35	8.0495	5.5	352	0.378
SPCC18B5.09c	13506.55	9.6592	5.5	116	0.416
SPBC32H8.03	33133.27	8.4259	5.5	299	0.617
SPBC354.13	80776.90	7.0373	5.5	733	0.378
SPAC1B2.06	9572.45	8.6129	5.5	84	0.352
SPCC417.15	5123.34	8.7019	5.5	43	0.583
SPAC13G7.12c	52536.05	7.1080	5.5	456	0.477
SPAC23G3.01	137849.46	6.8090	5.5	1210	0.442
SPCC1739.08c	28376.74	8.5657	5.5	261	0.605
SPAC15E1.07c	19612.37	9.5533	5.5	172	0.369
SPAPJ696.01c	60920.60	7.7157	5.5	549	0.394
SPCC4B3.14	32564.36	9.3708	5.5	290	0.403
SPAC23H4.05c	10700.53	8.3970	5.5	97	0.378
SPCC285.17	26651.37	9.3036	5.5	233	0.465
SPBC3H7.06c	52419.23	6.9766	5.5	467	0.360
SPCC70.02c	10674.16	9.5371	5.5	90	0.526
SPAC9.07c	40375.69	8.1980	5.5	366	0.522
SPAC167.09	19994.75	9.1741	5.5	178	0.328
SPBC26H8.16	11649.13	9.8465	5.5	100	0.379
SPBC713.08	8041.42	10.1089	5.5	71	0.488
SPAC19A8.03	64152.78	7.0778	5.5	559	0.395
SPAC6C3.05	31234.18	8.5584	5.5	269	0.396
SPCC1739.09c	15199.17	9.2402	5.5	130	0.471
SPAC17G8.11c	42197.28	7.2692	5.5	356	0.458
SPCC1494.08c	31198.86	8.2442	5.5	274	0.392
SPCC14G10.01	26828.64	8.2796	5.5	236	0.342
SPAC8F11.06	33574.34	8.4395	5.5	297	0.398
SPBC27B12.06	104993.18	6.8501	5.5	918	0.413
SPBC2F12.09c	39417.18	7.3683	5.5	355	0.386
SPBC887.16	13217.60	8.9194	5.5	109	0.417
SPBC1271.01c	45451.44	7.3834	5.5	396	0.432
SPBC23G7.12c	45069.31	8.5996	5.5	403	0.489
SPAC14C4.03	51151.42	7.3675	5.5	445	0.366
SPCC962.05	59951.09	7.1965	5.5	519	0.383
SPBC25B2.07c	53762.98	12.4264	51.0	501	0.357
SPAC1F5.04c	207599.24	9.6222	51.0	1841	0.391
SPAC57A7.05	150848.65	9.6179	51.5	1337	0.401
SPBC2D10.14c	167657.28	9.2884	53.0	1471	0.400
SPAC167.08	154932.37	9.5728	54.5	1333	0.359
SPAC2E1P3.03c	154916.32	9.5728	54.5	1333	0.358
SPCC1020.14	154916.32	9.5728	54.5	1333	0.358
SPAPB15E9.03c	154916.32	9.5728	54.5	1333	0.358
SPBC9B6.02c	154932.37	9.5728	54.5	1333	0.359
SPBC1E8.04	154847.30	9.5728	54.5	1332	0.358
SPAC27E2.08	154916.32	9.5728	54.5	1333	0.358
SPAC26A3.13c	154932.37	9.5728	54.5	1333	0.359
SPAC9.04	154932.37	9.5728	54.5	1333	0.359
SPAC13D1.01c	154955.45	9.5979	55.5	1333	0.356
SPBC1289.17	155065.65	9.5979	55.5	1333	0.358
SPAC19D5.09c	154955.45	9.5979	55.5	1333	0.356
SPCC1494.11c	154803.25	9.5979	55.5	1332	0.359
SPBC4F6.06	98749.35	10.3241	56.0	891	0.378
SPAC6G9.04	150943.20	9.5415	56.5	1318	0.371
SPAC3F10.15c	10129.63	9.9516	6.0	90	0.417
SPBC1604.19c	76035.07	7.2161	6.0	658	0.366
SPBC646.17c	60960.93	7.2860	6.0	544	0.378
SPAC16.04	69699.25	7.7954	6.0	617	0.401
SPAC869.11	64478.82	7.7710	6.0	587	0.436
SPAC29A4.22	8480.77	10.0689	6.0	73	0.278
SPAC1486.08	13690.78	9.9806	6.0	113	0.341
SPAC20G8.03	61136.98	7.9309	6.0	557	0.486
SPBC26H8.08c	52434.44	9.3937	6.0	470	0.518
SPAC26F1.07	36192.18	8.3838	6.0	321	0.655
SPBC19C2.14	11032.84	9.8949	6.0	97	0.466
SPBC418.02	81069.45	7.1666	6.0	695	0.419
SPAC6F12.07	17529.29	9.7161	6.0	152	0.558
SPCC16C4.13c	17666.45	10.0784	6.0	165	0.751
SPCC794.04c	61773.43	7.4236	6.0	547	0.489
SPCC4G3.04c	33887.74	8.4219	6.0	305	0.456
SPBC56F2.14	11106.99	10.1973	6.0	100	0.372
SPAC23D3.04c	40874.42	7.8349	6.0	373	0.557
SPBC1289.11	37427.26	7.4135	6.0	340	0.361
SPAC6B12.07c	53403.57	7.5865	6.0	470	0.469
SPAP4C9.02	12136.30	10.1792	6.0	106	0.332
SPAC30D11.13	17988.72	9.1549	6.0	157	0.402
SPAC664.10	91043.30	7.1642	6.0	817	0.356
SPBC28F2.05c	32045.92	8.1341	6.0	276	0.407
SPAC959.06c	25216.10	8.7501	6.0	225	0.404
SPCC320.10	63281.21	7.8123	6.0	561	0.432
SPBC1778.01c	50209.31	8.7517	6.0	442	0.638
SPCC622.10c	92711.36	7.0553	6.0	815	0.411
SPAC144.02	28348.03	7.4160	6.0	249	0.372
SPAC23G3.03	48582.22	7.0671	6.0	431	0.469
SPBPB2B2.13	58385.05	7.2584	6.0	519	0.371
SPAC25B8.15c	26996.85	8.5939	6.0	237	0.296
SPCC16C4.21	9134.65	9.5542	6.0	81	0.326
SPAC19D5.03	46256.89	7.9193	6.0	405	0.404
SPBC2D10.07c	17269.13	8.7404	6.0	157	0.441
SPAP7G5.06	64082.26	7.8941	6.0	583	0.595
SPAC1687.17c	22235.55	9.7299	6.0	190	0.301
SPBC15C4.05	161459.99	6.9837	6.0	1428	0.407
SPAC11E3.12	18501.41	8.9686	6.0	162	0.368
SPBC2A9.12	30703.46	8.5262	6.0	264	0.351
SPBC21B10.15	6956.18	10.5378	6.0	60	0.323
SPAC11D3.13	24225.69	8.8263	6.0	222	0.414
SPBC21D10.07	12293.91	8.9925	6.0	104	0.381
SPAC31A2.13c	10542.01	10.5004	6.0	91	0.301
SPAC1556.03	33062.60	8.4400	6.0	299	0.382
SPBC3B9.11c	39962.81	8.8168	6.0	363	0.376
SPBC1734.06	43437.71	7.9128	6.0	387	0.385
SPAC8C9.19	7102.34	10.6977	6.0	61	0.260
SPBC13G1.02	46096.07	7.2244	6.0	414	0.531
SPBC19F8.06c	62691.49	8.5973	6.0	574	0.334
SPAC57A10.09c	12360.86	10.2385	6.0	108	0.451
SPCC1739.11c	118628.37	6.8972	6.0	1045	0.387
SPAC19D5.07	52945.24	7.0685	6.0	474	0.742
SPAC2E1P5.01c	60812.51	8.2088	6.0	521	0.398
SPAC22F8.12c	18923.38	8.9536	6.0	165	0.352
SPBC21C3.12c	13932.14	9.7573	6.0	124	0.456
SPBC8D2.09c	12666.73	10.1295	6.0	111	0.403
SPAC3C7.07c	45092.23	7.8800	6.0	391	0.424
SPBC21.03c	28141.92	8.9729	6.0	239	0.347
SPBC337.15c	24397.00	8.3432	6.0	216	0.452
SPAC22F8.02c	43086.70	7.9811	6.0	372	0.456
SPAC3A11.14c	96336.71	6.9262	6.0	832	0.339
SPBC27B12.03c	39063.46	7.3100	6.0	329	0.565
SPAC6B12.09	35470.17	9.0366	6.0	304	0.416
SPAC3H1.08c	24638.21	9.8937	6.0	211	0.399
SPAC3A12.17c	43086.11	7.8260	6.0	395	0.444
SPBC106.08c	33846.03	8.9124	6.0	296	0.355
SPBC887.13c	45488.65	8.0518	6.0	426	0.338
SPAC4H3.10c	55514.82	8.0703	6.0	509	0.834
SPBC1709.07	38724.83	8.1138	6.0	338	0.435
SPAC8E11.08c	12074.30	9.0251	6.0	100	0.381
SPCC24B10.20	27725.96	8.9357	6.0	254	0.419
SPCC1682.05c	67859.57	7.6145	6.0	597	0.406
SPAC22F8.04	42626.28	8.4169	6.0	383	0.433
SPCC31H12.04c	17666.45	10.0784	6.0	165	0.747
SPCC830.09c	15680.30	10.0990	6.0	139	0.363
SPBPB10D8.01	62731.67	7.5777	6.0	552	0.433
SPBC3B9.02c	44214.82	8.9034	6.5	381	0.381
SPAC15E1.02c	15940.62	9.8113	6.5	148	0.395
SPCC74.02c	77224.76	7.7656	6.5	710	0.383
SPAC6G9.11	13468.71	10.4661	6.5	121	0.467
SPBC354.02c	53253.67	8.9239	6.5	479	0.542
SPACUNK4.13c	45362.26	8.3567	6.5	407	0.350
SPBPB8B6.05c	38057.22	8.7880	6.5	356	0.342
SPCPB16A4.02c	39031.11	8.0970	6.5	339	0.428
SPAP27G11.12	92504.34	7.0577	6.5	797	0.408
SPAC12G12.17	6998.12	10.4440	6.5	58	0.486
SPCC63.13	23008.69	9.8708	6.5	208	0.373
SPCC830.08c	20782.34	9.6603	6.5	182	0.589
SPBC23G7.04c	75449.46	6.9080	6.5	681	0.377
SPBC8D2.16c	35517.83	8.5543	6.5	315	0.336
SPAC110.02	138874.97	7.0627	6.5	1205	0.367
SPBC32H8.15	11424.57	8.9974	6.5	101	0.332
SPAC4F8.03	28075.29	8.8573	6.5	246	0.419
SPAC23H3.08c	35803.65	8.2029	6.5	320	0.349
SPBC14C8.13	29234.57	8.2631	6.5	251	0.427
SPAC652.01	12781.36	9.7388	6.5	108	0.332
SPCC1672.02c	29127.29	8.0315	6.5	254	0.628
SPCC737.02c	16030.49	9.6257	6.5	137	0.534
SPBC3H7.10	28172.59	8.1477	6.5	249	0.376
SPCC285.13c	80252.67	8.5623	6.5	736	0.414
SPCC569.04	14262.43	9.1824	6.5	121	0.395
SPBC1703.08c	23485.44	8.6561	6.5	204	0.366
SPBC2F12.17	6733.90	10.3714	6.5	59	0.580
SPAP11E10.01	35799.83	7.5891	6.5	330	0.329
SPAC4G8.04	86232.83	7.1544	6.5	772	0.391
SPAC688.13	38458.88	7.7096	6.5	335	0.424
SPAC12B10.02c	26934.28	9.4896	6.5	235	0.394
SPCC320.09	47235.00	8.1933	6.5	423	0.465
SPBC31F10.12	20249.68	9.6301	6.5	181	0.450
SPAC56F8.11	21642.65	9.1840	6.5	185	0.373
SPCC965.08c	41585.09	8.0081	6.5	375	0.423
SPAC23G3.09	40546.34	9.1093	6.5	365	0.408
SPCC1884.02	45627.46	8.7635	6.5	408	0.369
SPBC1105.08	71130.70	7.8590	6.5	629	0.423
SPAC16E8.03	12595.79	8.8256	6.5	111	0.364
SPAC1687.08	11047.45	9.3593	6.5	96	0.374
SPAPB1E7.03	68367.62	7.7084	6.5	591	0.354
SPBC115.02c	51552.27	7.3859	6.5	454	0.411
SPAC3C7.03c	38996.21	8.4446	6.5	350	0.392
SPBC6B1.09c	68806.65	7.9876	6.5	613	0.371
SPAC1071.04c	19051.19	9.4412	6.5	167	0.472
SPBC1289.10c	81158.71	7.2136	6.5	743	0.403
SPAC27E2.10c	38439.55	7.9607	6.5	342	0.380
SPCC18.09c	26922.00	7.7216	6.5	232	0.393
SPBC1289.14	35932.78	7.4942	6.5	324	0.463
SPAC227.09	46111.91	7.9605	6.5	417	0.353
SPCC1620.06c	34779.18	8.0779	6.5	321	0.560
SPBC713.10	14120.17	10.3909	6.5	128	0.393
SPBC16G5.19	12567.74	8.9849	6.5	105	0.383
SPAC1A6.05c	54684.08	7.5354	6.5	483	0.357
SPBC29A10.13	19138.14	10.1837	6.5	175	0.509
SPCC63.07	31062.76	8.4218	6.5	261	0.445
SPCC777.08c	46863.23	8.2271	6.5	422	0.379
SPBC27B12.01c	35204.53	8.1428	6.5	313	0.344
SPBC1709.17	56317.49	7.7230	6.5	505	0.395
SPAC19B12.10	49348.56	7.5549	6.5	435	0.420
SPAC1006.02	40845.63	7.4623	6.5	368	0.424
SPBC902.02c	108650.50	6.9772	6.5	960	0.403
SPAC1565.03	18985.40	9.4876	6.5	166	0.387
SPAC8E11.10	27437.10	8.7039	6.5	255	0.618
SPBC409.18	31192.25	8.2146	6.5	279	0.417
SPAC869.03c	71966.34	8.1460	6.5	661	0.394
SPBC1348.14c	57924.51	7.8976	6.5	518	0.462
SPAC17A5.06	91344.63	7.3829	6.5	804	0.424
SPBC1105.10	148739.36	6.8178	6.5	1297	0.404
SPBC21C3.09c	24173.23	9.4126	6.5	221	0.421
SPAC29E6.08	25442.39	9.5136	6.5	231	0.476
SPAC31A2.14	107276.32	7.0083	6.5	962	0.408
SPAC20H4.06c	60764.16	8.1892	6.5	534	0.385
SPAC343.08c	12601.85	10.0157	6.5	111	0.386
SPBC336.11	58384.77	7.9915	6.5	508	0.397
SPAC18B11.06	37645.33	9.1141	6.5	327	0.434
SPBC29A3.13	40923.27	9.2619	6.5	359	0.364
SPCC306.05c	31881.07	9.4738	6.5	281	0.362
SPCC645.02	23991.73	8.8992	6.5	209	0.388
SPAC110.01	114012.13	10.2248	60.5	1023	0.376
SPAC4F8.12c	274555.87	9.2566	61.0	2363	0.429
SPCC18.03	121087.86	8.3590	62.0	1077	0.429
SPAC1687.09	150017.56	10.1259	62.0	1379	0.383
SPMIT.06	91620.08	10.3155	64.0	807	0.398
SPCC18.20	8781.25	10.4427	7.0	72	0.404
SPAC1071.09c	32850.34	8.8141	7.0	282	0.383
SPBC17A3.02	12845.92	9.7410	7.0	119	0.410
SPBC106.13	45857.85	7.5764	7.0	404	0.375
SPAC11D3.18c	55351.28	8.3850	7.0	498	0.441
SPAC4F10.17	13921.65	10.2701	7.0	123	0.404
SPCC11E10.05c	64679.72	7.7519	7.0	572	0.397
SPCC330.03c	16336.63	9.3114	7.0	145	0.438
SPCC330.10	41440.99	8.5126	7.0	360	0.400
SPCC191.07	12021.64	9.8360	7.0	109	0.685
SPAC20G4.09	2933.59	10.9110	7.0	24	0.312
SPCC1902.01	91776.80	7.3334	7.0	855	0.438
SPAC1F7.03	79989.15	8.1599	7.0	710	0.459
SPBC4.02c	50010.16	8.3849	7.0	437	0.409
SPCC777.12c	26889.00	8.7727	7.0	238	0.461
SPAC12B10.05	55140.75	7.6953	7.0	486	0.361
SPAC323.03c	66194.72	7.6255	7.0	575	0.389
SPAC10F6.13c	46140.35	7.6893	7.0	409	0.554
SPBC725.04	61937.15	8.1255	7.0	568	0.379
SPAC3A12.16c	16901.39	9.8410	7.0	164	0.485
SPAC24C9.12c	51861.08	7.9359	7.0	467	0.779
SPCC162.05	30826.53	8.4907	7.0	274	0.362
SPAC922.09	8076.60	10.6833	7.0	71	0.330
SPAC1F12.04c	21549.19	9.3736	7.0	191	0.448
SPAC26F1.03	45137.60	8.3173	7.0	409	0.615
SPBC18E5.08	21149.42	9.5401	7.0	186	0.360
SPBC23G7.13c	71720.08	8.2914	7.0	664	0.435
SPBC713.13	12911.53	9.3065	7.0	108	0.401
SPBC543.07	40706.80	8.1973	7.0	363	0.384
SPCC320.12	21511.53	8.2681	7.0	185	0.444
SPAC821.06	38129.26	8.0291	7.0	331	0.477
SPBC30B4.03c	43837.45	8.6879	7.0	391	0.364
SPAC22E12.16c	96658.26	7.2492	7.0	851	0.381
SPAPB1A10.12c	52027.89	7.6754	7.0	461	0.491
SPAC4C5.03	33853.93	8.4617	7.0	302	0.409
SPAC13D6.01	49623.59	7.7093	7.0	431	0.374
SPAC6G9.02c	75440.21	7.2902	7.0	655	0.424
SPAC323.07c	58597.29	7.3928	7.0	533	0.491
SPBC31E1.06	127645.07	7.0697	7.0	1121	0.392
SPAC31G5.04	39256.19	8.5836	7.0	362	0.651
SPBC543.08	28787.23	8.9985	7.0	250	0.455
SPAPB2B4.03	47477.14	8.1747	7.0	411	0.426
SPAC458.05	92135.49	7.5038	7.0	801	0.405
SPAC1142.05	19012.13	9.2703	7.0	173	0.431
SPBC106.12c	31437.39	7.9583	7.0	274	0.386
